"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Susd6",1.678504e-82,0.2601277,0.179,0.026,2.927142e-78,"Wfdc18+ ID-2","Susd6"
"Rac3",1.820656e-82,0.2810187,0.166,0.022,3.175042e-78,"Wfdc18+ ID-2","Rac3"
"Zfr",2.173125e-82,0.3159363,0.229,0.041,3.789713e-78,"Wfdc18+ ID-2","Zfr"
"Bcl11a",2.216443e-82,0.276441,0.13,0.014,3.865255e-78,"Wfdc18+ ID-2","Bcl11a"
"Glmp",2.218746e-82,0.3871077,0.282,0.061,3.869272e-78,"Wfdc18+ ID-2","Glmp"
"Aldh6a1",2.342117e-82,0.3447271,0.221,0.039,4.084417e-78,"Wfdc18+ ID-2","Aldh6a1"
"Vmp12",2.692603e-82,0.4981441,0.397,0.111,4.69563e-78,"Wfdc18+ ID-2","Vmp1"
"Ebag9",2.944331e-82,0.3748913,0.21,0.036,5.13462e-78,"Wfdc18+ ID-2","Ebag9"
"Atp6ap2",3.004803e-82,0.4285805,0.327,0.079,5.240076e-78,"Wfdc18+ ID-2","Atp6ap2"
"Hid11",3.706719e-82,0.333586,0.241,0.047,6.464148e-78,"Wfdc18+ ID-2","Hid1"
"Nisch",3.897472e-82,0.3982458,0.296,0.066,6.796801e-78,"Wfdc18+ ID-2","Nisch"
"Dync1h1",3.90649e-82,0.3728115,0.269,0.056,6.812528e-78,"Wfdc18+ ID-2","Dync1h1"
"Atxn2",5.585393e-82,0.2570834,0.165,0.022,9.740366e-78,"Wfdc18+ ID-2","Atxn2"
"Tmem2082",6.353511e-82,0.4483149,0.388,0.106,1.107989e-77,"Wfdc18+ ID-2","Tmem208"
"Atl2",6.672217e-82,0.3554484,0.17,0.024,1.163568e-77,"Wfdc18+ ID-2","Atl2"
"Ppdpf",6.957636e-82,0.3942459,0.395,0.106,1.213342e-77,"Wfdc18+ ID-2","Ppdpf"
"Ryk",7.259712e-82,0.3042009,0.177,0.026,1.266021e-77,"Wfdc18+ ID-2","Ryk"
"Elf32",1.010927e-81,0.5286717,0.314,0.074,1.762956e-77,"Wfdc18+ ID-2","Elf3"
"Atox1",1.168243e-81,0.4518221,0.656,0.237,2.037299e-77,"Wfdc18+ ID-2","Atox1"
"Csnk1a12",1.335944e-81,0.5100593,0.572,0.197,2.329754e-77,"Wfdc18+ ID-2","Csnk1a1"
"Stk38",1.741434e-81,0.3593001,0.225,0.041,3.036887e-77,"Wfdc18+ ID-2","Stk38"
"Lrp10",1.767449e-81,0.3566221,0.272,0.058,3.082255e-77,"Wfdc18+ ID-2","Lrp10"
"Brd4",1.893913e-81,0.3767476,0.238,0.045,3.302795e-77,"Wfdc18+ ID-2","Brd4"
"Pde1c",2.377929e-81,0.2613381,0.102,0.008,4.14687e-77,"Wfdc18+ ID-2","Pde1c"
"Rsrp12",2.612643e-81,0.5263774,0.59,0.211,4.556188e-77,"Wfdc18+ ID-2","Rsrp1"
"Emc101",3.198352e-81,0.3787052,0.377,0.099,5.577607e-77,"Wfdc18+ ID-2","Emc10"
"Clcc1",3.250842e-81,0.3062951,0.172,0.025,5.669143e-77,"Wfdc18+ ID-2","Clcc1"
"Dlg1",4.974313e-81,0.294838,0.203,0.034,8.674705e-77,"Wfdc18+ ID-2","Dlg1"
"Mmgt2",5.605212e-81,0.2734955,0.186,0.029,9.774929e-77,"Wfdc18+ ID-2","Mmgt2"
"Plin21",7.236539e-81,0.3386638,0.212,0.037,1.26198e-76,"Wfdc18+ ID-2","Plin2"
"Gsk3b",7.402382e-81,0.3278971,0.318,0.075,1.290901e-76,"Wfdc18+ ID-2","Gsk3b"
"Ank32",7.42353e-81,0.4084935,0.218,0.039,1.294589e-76,"Wfdc18+ ID-2","Ank3"
"Setd5",7.885732e-81,0.3052885,0.225,0.041,1.375193e-76,"Wfdc18+ ID-2","Setd5"
"Atp6v1d1",8.638138e-81,0.3975247,0.459,0.136,1.506405e-76,"Wfdc18+ ID-2","Atp6v1d"
"Calu",8.741419e-81,0.3176839,0.223,0.04,1.524416e-76,"Wfdc18+ ID-2","Calu"
"Prrc2c",8.931484e-81,0.3471812,0.335,0.081,1.557562e-76,"Wfdc18+ ID-2","Prrc2c"
"Vezf11",1.01839e-80,0.3264011,0.269,0.056,1.77597e-76,"Wfdc18+ ID-2","Vezf1"
"Snhg32",1.083408e-80,0.4143671,0.311,0.073,1.889356e-76,"Wfdc18+ ID-2","Snhg3"
"Chd4",1.09113e-80,0.3445403,0.32,0.076,1.902822e-76,"Wfdc18+ ID-2","Chd4"
"Secisbp2l1",1.204231e-80,0.261188,0.201,0.033,2.100058e-76,"Wfdc18+ ID-2","Secisbp2l"
"Selk1",1.326319e-80,0.5010709,0.665,0.254,2.312968e-76,"Wfdc18+ ID-2","Selk"
"Esrp11",1.423243e-80,0.3421127,0.254,0.052,2.481994e-76,"Wfdc18+ ID-2","Esrp1"
"Fam173a",1.758459e-80,0.4039319,0.406,0.113,3.066576e-76,"Wfdc18+ ID-2","Fam173a"
"Sh3bp41",1.839763e-80,0.3280442,0.185,0.029,3.208362e-76,"Wfdc18+ ID-2","Sh3bp4"
"Srebf11",2.002142e-80,0.3319873,0.201,0.034,3.491536e-76,"Wfdc18+ ID-2","Srebf1"
"Tmed102",2.415933e-80,0.5257656,0.605,0.225,4.213146e-76,"Wfdc18+ ID-2","Tmed10"
"Pvr",2.517565e-80,0.3725989,0.172,0.025,4.390382e-76,"Wfdc18+ ID-2","Pvr"
"Hnrnpu",2.667835e-80,0.4926171,0.505,0.164,4.652437e-76,"Wfdc18+ ID-2","Hnrnpu"
"Hey1",2.700558e-80,0.2564145,0.11,0.01,4.709503e-76,"Wfdc18+ ID-2","Hey1"
"Rgs2",2.783696e-80,0.2748323,0.316,0.072,4.854488e-76,"Wfdc18+ ID-2","Rgs2"
"Vwa5a",3.443982e-80,0.2564283,0.154,0.02,6.00596e-76,"Wfdc18+ ID-2","Vwa5a"
"Jmjd1c",3.849696e-80,0.3893893,0.327,0.079,6.713485e-76,"Wfdc18+ ID-2","Jmjd1c"
"Zfand5",4.287118e-80,0.597029,0.554,0.193,7.476305e-76,"Wfdc18+ ID-2","Zfand5"
"Aup11",4.756044e-80,0.3861802,0.278,0.061,8.294064e-76,"Wfdc18+ ID-2","Aup1"
"Mark21",6.059771e-80,0.3245464,0.309,0.072,1.056763e-75,"Wfdc18+ ID-2","Mark2"
"Ppp3cb",8.149034e-80,0.3300726,0.207,0.035,1.42111e-75,"Wfdc18+ ID-2","Ppp3cb"
"Hnrnpk2",8.265506e-80,0.5005963,0.691,0.269,1.441422e-75,"Wfdc18+ ID-2","Hnrnpk"
"Rbm6",1.204018e-79,0.3088247,0.212,0.037,2.099687e-75,"Wfdc18+ ID-2","Rbm6"
"Ccnl2",1.251503e-79,0.3365868,0.344,0.086,2.182496e-75,"Wfdc18+ ID-2","Ccnl2"
"Atp6v0b2",1.261978e-79,0.5283191,0.574,0.206,2.200763e-75,"Wfdc18+ ID-2","Atp6v0b"
"Hk1",1.302672e-79,0.2989497,0.252,0.051,2.27173e-75,"Wfdc18+ ID-2","Hk1"
"Rps282",1.321885e-79,0.5176483,0.843,0.409,2.305235e-75,"Wfdc18+ ID-2","Rps28"
"Ctsd2",1.336898e-79,0.4753551,0.596,0.218,2.331417e-75,"Wfdc18+ ID-2","Ctsd"
"Rac1",1.415605e-79,0.4482156,0.495,0.158,2.468673e-75,"Wfdc18+ ID-2","Rac1"
"Eif3c1",1.771398e-79,0.4490526,0.408,0.117,3.089141e-75,"Wfdc18+ ID-2","Eif3c"
"B4galt3",1.855534e-79,0.2837665,0.166,0.024,3.235867e-75,"Wfdc18+ ID-2","B4galt3"
"Cltc1",1.922819e-79,0.4171883,0.335,0.084,3.353204e-75,"Wfdc18+ ID-2","Cltc"
"Scaf11",2.765288e-79,0.3345303,0.289,0.065,4.822386e-75,"Wfdc18+ ID-2","Scaf11"
"Rock1",3.123368e-79,0.3657961,0.305,0.071,5.446841e-75,"Wfdc18+ ID-2","Rock1"
"Mia33",3.139415e-79,0.3500462,0.271,0.059,5.474826e-75,"Wfdc18+ ID-2","Mia3"
"Eif5b2",6.909722e-79,0.4927063,0.441,0.135,1.204986e-74,"Wfdc18+ ID-2","Eif5b"
"Fam129b",8.018211e-79,0.2986809,0.201,0.034,1.398296e-74,"Wfdc18+ ID-2","Fam129b"
"Nipbl",9.73705e-79,0.3362941,0.252,0.051,1.698044e-74,"Wfdc18+ ID-2","Nipbl"
"Ktn1",9.840558e-79,0.3027543,0.276,0.06,1.716095e-74,"Wfdc18+ ID-2","Ktn1"
"Rpl372",1.028528e-78,0.5310718,0.965,0.637,1.793649e-74,"Wfdc18+ ID-2","Rpl37"
"Hbegf",1.391953e-78,0.5668001,0.196,0.033,2.427427e-74,"Wfdc18+ ID-2","Hbegf"
"Ppp2ca",1.967224e-78,0.4749302,0.457,0.142,3.430641e-74,"Wfdc18+ ID-2","Ppp2ca"
"Arrdc11",2.046956e-78,0.2671184,0.219,0.04,3.569686e-74,"Wfdc18+ ID-2","Arrdc1"
"Jund3",2.188013e-78,0.7275706,0.859,0.475,3.815676e-74,"Wfdc18+ ID-2","Jund"
"Ppia1",2.297033e-78,0.5163369,0.971,0.718,4.005795e-74,"Wfdc18+ ID-2","Ppia"
"Slc35b21",2.876572e-78,0.3341511,0.245,0.05,5.016454e-74,"Wfdc18+ ID-2","Slc35b2"
"Comt",2.900435e-78,0.3858179,0.271,0.059,5.058068e-74,"Wfdc18+ ID-2","Comt"
"Tm2d3",5.1926e-78,0.3542118,0.243,0.049,9.055375e-74,"Wfdc18+ ID-2","Tm2d3"
"Eif3a2",6.532921e-78,0.4651889,0.42,0.125,1.139276e-73,"Wfdc18+ ID-2","Eif3a"
"Enpp5",7.521624e-78,0.285463,0.143,0.018,1.311696e-73,"Wfdc18+ ID-2","Enpp5"
"Arl8b2",7.831582e-78,0.3322123,0.249,0.051,1.36575e-73,"Wfdc18+ ID-2","Arl8b"
"Irf12",8.955327e-78,0.5079258,0.311,0.075,1.561719e-73,"Wfdc18+ ID-2","Irf1"
"Ddb1",1.068028e-77,0.3448827,0.293,0.068,1.862534e-73,"Wfdc18+ ID-2","Ddb1"
"Tob12",1.072012e-77,0.4830356,0.364,0.099,1.869481e-73,"Wfdc18+ ID-2","Tob1"
"Mkln11",1.165734e-77,0.3585271,0.294,0.068,2.032924e-73,"Wfdc18+ ID-2","Mkln1"
"Rpl362",1.369463e-77,0.5511781,0.92,0.527,2.388206e-73,"Wfdc18+ ID-2","Rpl36"
"Ramp12",1.450132e-77,0.2920946,0.232,0.044,2.528886e-73,"Wfdc18+ ID-2","Ramp1"
"Tnfrsf12a2",1.507874e-77,0.6257835,0.282,0.065,2.629582e-73,"Wfdc18+ ID-2","Tnfrsf12a"
"Slc35a12",1.567656e-77,0.3492066,0.265,0.057,2.733836e-73,"Wfdc18+ ID-2","Slc35a1"
"Appl22",1.583452e-77,0.3863159,0.271,0.06,2.761382e-73,"Wfdc18+ ID-2","Appl2"
"Ccar1",2.513094e-77,0.3005094,0.214,0.039,4.382584e-73,"Wfdc18+ ID-2","Ccar1"
"Dnajc21",2.516758e-77,0.3993572,0.25,0.052,4.388974e-73,"Wfdc18+ ID-2","Dnajc21"
"B4galnt1",2.929036e-77,0.3395587,0.243,0.049,5.107945e-73,"Wfdc18+ ID-2","B4galnt1"
"Kmt2a",3.157213e-77,0.3013138,0.194,0.032,5.505863e-73,"Wfdc18+ ID-2","Kmt2a"
"Mtdh1",3.358738e-77,0.4216757,0.366,0.099,5.857303e-73,"Wfdc18+ ID-2","Mtdh"
"Acin1",4.782252e-77,0.3492493,0.282,0.063,8.33977e-73,"Wfdc18+ ID-2","Acin1"
"Trim8",6.820018e-77,0.3111564,0.212,0.038,1.189343e-72,"Wfdc18+ ID-2","Trim8"
"Rer12",6.961495e-77,0.3976054,0.428,0.128,1.214015e-72,"Wfdc18+ ID-2","Rer1"
"Lcn2",7.471838e-77,0.3403505,0.101,0.009,1.303014e-72,"Wfdc18+ ID-2","Lcn2"
"Tcaf12",9.019327e-77,0.2615872,0.163,0.023,1.57288e-72,"Wfdc18+ ID-2","Tcaf1"
"Gstt33",9.600776e-77,0.3247735,0.3,0.07,1.674279e-72,"Wfdc18+ ID-2","Gstt3"
"March71",1.028647e-76,0.3959009,0.274,0.061,1.793858e-72,"Wfdc18+ ID-2","March7"
"C77080",1.09933e-76,0.3161984,0.194,0.033,1.917122e-72,"Wfdc18+ ID-2","C77080"
"Smarca41",1.206593e-76,0.3026679,0.249,0.051,2.104178e-72,"Wfdc18+ ID-2","Smarca4"
"Ptp4a11",1.273386e-76,0.4667411,0.393,0.112,2.220658e-72,"Wfdc18+ ID-2","Ptp4a1"
"Nptn",1.441758e-76,0.3914013,0.3,0.071,2.514282e-72,"Wfdc18+ ID-2","Nptn"
"Clip1",1.492893e-76,0.303042,0.218,0.041,2.603456e-72,"Wfdc18+ ID-2","Clip1"
"Kmt2e",1.609822e-76,0.375349,0.355,0.093,2.807368e-72,"Wfdc18+ ID-2","Kmt2e"
"Pet1001",1.716143e-76,0.3938405,0.329,0.083,2.992782e-72,"Wfdc18+ ID-2","Pet100"
"Slc27a1",1.745103e-76,0.256481,0.166,0.024,3.043285e-72,"Wfdc18+ ID-2","Slc27a1"
"Kat2b",1.782257e-76,0.2970542,0.163,0.024,3.108078e-72,"Wfdc18+ ID-2","Kat2b"
"Acox1",2.035197e-76,0.299905,0.179,0.028,3.54918e-72,"Wfdc18+ ID-2","Acox1"
"Tmem2382",2.263932e-76,0.4446021,0.384,0.11,3.948071e-72,"Wfdc18+ ID-2","Tmem238"
"Med13l",2.302878e-76,0.2653051,0.154,0.021,4.015988e-72,"Wfdc18+ ID-2","Med13l"
"Ppp1cb2",2.431354e-76,0.4023537,0.431,0.13,4.240038e-72,"Wfdc18+ ID-2","Ppp1cb"
"Smpdl3a",2.581856e-76,0.4187477,0.466,0.149,4.502498e-72,"Wfdc18+ ID-2","Smpdl3a"
"Mir99ahg2",2.592227e-76,0.3002654,0.208,0.037,4.520585e-72,"Wfdc18+ ID-2","Mir99ahg"
"Fam63b1",2.655994e-76,0.3203823,0.247,0.05,4.631788e-72,"Wfdc18+ ID-2","Fam63b"
"Tpr",2.974319e-76,0.3706814,0.364,0.098,5.186915e-72,"Wfdc18+ ID-2","Tpr"
"Clptm11",4.06328e-76,0.3366913,0.25,0.052,7.085954e-72,"Wfdc18+ ID-2","Clptm1"
"Srsf61",4.340425e-76,0.396368,0.413,0.12,7.569267e-72,"Wfdc18+ ID-2","Srsf6"
"R3hdm4",4.564095e-76,0.319027,0.278,0.062,7.959325e-72,"Wfdc18+ ID-2","R3hdm4"
"Top1",5.043011e-76,0.4550176,0.433,0.131,8.794507e-72,"Wfdc18+ ID-2","Top1"
"Cox6a11",5.371525e-76,0.5398938,0.808,0.366,9.367402e-72,"Wfdc18+ ID-2","Cox6a1"
"Elovl5",5.433884e-76,0.3106666,0.15,0.02,9.47615e-72,"Wfdc18+ ID-2","Elovl5"
"Cstb2",7.343636e-76,0.4438202,0.508,0.168,1.280657e-71,"Wfdc18+ ID-2","Cstb"
"Lpgat1",8.607021e-76,0.2592351,0.135,0.016,1.500978e-71,"Wfdc18+ ID-2","Lpgat1"
"Ociad12",8.972451e-76,0.3847168,0.34,0.089,1.564706e-71,"Wfdc18+ ID-2","Ociad1"
"Rab1a2",9.221642e-76,0.4035836,0.479,0.156,1.608162e-71,"Wfdc18+ ID-2","Rab1a"
"Hspb82",9.917735e-76,0.4098662,0.261,0.057,1.729554e-71,"Wfdc18+ ID-2","Hspb8"
"Atf33",1.012939e-75,0.8624181,0.678,0.322,1.766464e-71,"Wfdc18+ ID-2","Atf3"
"Nfkbiz1",1.030829e-75,0.3739236,0.314,0.076,1.797663e-71,"Wfdc18+ ID-2","Nfkbiz"
"Ide",1.031065e-75,0.2843931,0.194,0.033,1.798073e-71,"Wfdc18+ ID-2","Ide"
"Usp9x",1.04067e-75,0.3356374,0.256,0.055,1.814824e-71,"Wfdc18+ ID-2","Usp9x"
"Mlph2",1.196139e-75,0.3664955,0.282,0.065,2.085947e-71,"Wfdc18+ ID-2","Mlph"
"Rab6a",1.209357e-75,0.3395554,0.293,0.068,2.108997e-71,"Wfdc18+ ID-2","Rab6a"
"Rhoq2",1.854884e-75,0.3719678,0.278,0.064,3.234732e-71,"Wfdc18+ ID-2","Rhoq"
"Romo11",2.444776e-75,0.3672344,0.55,0.189,4.263444e-71,"Wfdc18+ ID-2","Romo1"
"Itgav",2.552027e-75,0.2625618,0.17,0.026,4.450481e-71,"Wfdc18+ ID-2","Itgav"
"Rpl144",2.560071e-75,0.5175942,0.952,0.638,4.464507e-71,"Wfdc18+ ID-2","Rpl14"
"Uqcc3",2.957189e-75,0.3157082,0.344,0.089,5.157041e-71,"Wfdc18+ ID-2","Uqcc3"
"Sar1b1",3.130442e-75,0.4289217,0.411,0.123,5.459177e-71,"Wfdc18+ ID-2","Sar1b"
"Nupr13",3.273643e-75,0.9565237,0.832,0.465,5.708907e-71,"Wfdc18+ ID-2","Nupr1"
"Scamp1",3.866165e-75,0.3606305,0.192,0.033,6.742206e-71,"Wfdc18+ ID-2","Scamp1"
"Rps172",4.919229e-75,0.5588896,0.87,0.458,8.578643e-71,"Wfdc18+ ID-2","Rps17"
"Raph11",6.310491e-75,0.2657714,0.181,0.029,1.100487e-70,"Wfdc18+ ID-2","Raph1"
"Wwtr1",6.35472e-75,0.2845895,0.17,0.026,1.1082e-70,"Wfdc18+ ID-2","Wwtr1"
"Hnrnpm",1.073655e-74,0.349198,0.322,0.08,1.872347e-70,"Wfdc18+ ID-2","Hnrnpm"
"Lima12",1.217933e-74,0.3471105,0.241,0.05,2.123953e-70,"Wfdc18+ ID-2","Lima1"
"Mycbp2",1.276436e-74,0.3651337,0.263,0.058,2.225977e-70,"Wfdc18+ ID-2","Mycbp2"
"Tshz1",1.551718e-74,0.2889861,0.163,0.024,2.706041e-70,"Wfdc18+ ID-2","Tshz1"
"Emb",1.620221e-74,0.2899374,0.205,0.036,2.825503e-70,"Wfdc18+ ID-2","Emb"
"Osgin2",1.784197e-74,0.2969242,0.196,0.034,3.111462e-70,"Wfdc18+ ID-2","Osgin2"
"Foxo31",2.099322e-74,0.3685013,0.232,0.047,3.661008e-70,"Wfdc18+ ID-2","Foxo3"
"Dusp11",2.116769e-74,0.4634006,0.576,0.209,3.691434e-70,"Wfdc18+ ID-2","Dusp1"
"Chmp2b1",2.15486e-74,0.3003538,0.388,0.107,3.75786e-70,"Wfdc18+ ID-2","Chmp2b"
"Magt12",2.445214e-74,0.4426568,0.278,0.066,4.264208e-70,"Wfdc18+ ID-2","Magt1"
"Ppp3ca",2.503156e-74,0.3475335,0.265,0.059,4.365254e-70,"Wfdc18+ ID-2","Ppp3ca"
"Hp1bp3",2.69965e-74,0.3057371,0.272,0.061,4.70792e-70,"Wfdc18+ ID-2","Hp1bp3"
"Tmed22",2.894312e-74,0.5109179,0.623,0.246,5.047391e-70,"Wfdc18+ ID-2","Tmed2"
"Clic1",2.931495e-74,0.4581418,0.644,0.24,5.112234e-70,"Wfdc18+ ID-2","Clic1"
"Smg1",2.973215e-74,0.3270005,0.201,0.036,5.18499e-70,"Wfdc18+ ID-2","Smg1"
"Tspan15",3.435106e-74,0.2726167,0.179,0.029,5.990481e-70,"Wfdc18+ ID-2","Tspan15"
"Xbp12",3.818437e-74,0.5538704,0.488,0.17,6.658972e-70,"Wfdc18+ ID-2","Xbp1"
"Paip2",3.82067e-74,0.3908612,0.475,0.153,6.662866e-70,"Wfdc18+ ID-2","Paip2"
"Tulp4",4.389246e-74,0.2718698,0.261,0.057,7.654406e-70,"Wfdc18+ ID-2","Tulp4"
"Ociad2",4.451234e-74,0.3045764,0.144,0.019,7.762507e-70,"Wfdc18+ ID-2","Ociad2"
"Kmt2c1",5.310293e-74,0.295573,0.216,0.041,9.26062e-70,"Wfdc18+ ID-2","Kmt2c"
"Tax1bp1",7.620056e-74,0.3823629,0.477,0.154,1.328862e-69,"Wfdc18+ ID-2","Tax1bp1"
"Sbds",8.292791e-74,0.2868135,0.324,0.081,1.44618e-69,"Wfdc18+ ID-2","Sbds"
"Adi1",8.865533e-74,0.3120993,0.192,0.033,1.54606e-69,"Wfdc18+ ID-2","Adi1"
"Capg",9.593029e-74,0.3126214,0.23,0.045,1.672928e-69,"Wfdc18+ ID-2","Capg"
"Smarcc2",1.181391e-73,0.2574034,0.188,0.032,2.060228e-69,"Wfdc18+ ID-2","Smarcc2"
"P2rx42",1.271958e-73,0.423542,0.355,0.098,2.218168e-69,"Wfdc18+ ID-2","P2rx4"
"Birc61",1.314154e-73,0.2833384,0.247,0.052,2.291754e-69,"Wfdc18+ ID-2","Birc6"
"Taok1",1.479192e-73,0.2852719,0.194,0.034,2.579564e-69,"Wfdc18+ ID-2","Taok1"
"Hmgb2",1.519485e-73,0.2874857,0.389,0.108,2.64983e-69,"Wfdc18+ ID-2","Hmgb2"
"Ube3a2",1.681626e-73,0.3686542,0.303,0.075,2.932587e-69,"Wfdc18+ ID-2","Ube3a"
"Mprip",1.759772e-73,0.2873868,0.256,0.055,3.068867e-69,"Wfdc18+ ID-2","Mprip"
"Rnf1221",1.794724e-73,0.3077612,0.188,0.032,3.129819e-69,"Wfdc18+ ID-2","Rnf122"
"Paip2b2",1.924215e-73,0.2618587,0.221,0.043,3.355638e-69,"Wfdc18+ ID-2","Paip2b"
"Trpm7",1.944703e-73,0.3040014,0.199,0.036,3.391368e-69,"Wfdc18+ ID-2","Trpm7"
"N4bp2l21",2.01253e-73,0.4220737,0.289,0.069,3.509651e-69,"Wfdc18+ ID-2","N4bp2l2"
"Syngr22",2.237451e-73,0.4369904,0.36,0.102,3.90189e-69,"Wfdc18+ ID-2","Syngr2"
"Asph",2.436052e-73,0.3583781,0.186,0.032,4.248231e-69,"Wfdc18+ ID-2","Asph"
"Ssr32",2.566686e-73,0.3924099,0.331,0.088,4.476043e-69,"Wfdc18+ ID-2","Ssr3"
"Vkorc11",2.86249e-73,0.3942846,0.303,0.075,4.991896e-69,"Wfdc18+ ID-2","Vkorc1"
"Atp5l1",3.074096e-73,0.3889611,0.601,0.223,5.360917e-69,"Wfdc18+ ID-2","Atp5l"
"mt-Co12",3.269184e-73,0.6040555,0.784,0.371,5.70113e-69,"Wfdc18+ ID-2","mt-Co1"
"Sp1",3.92652e-73,0.257372,0.152,0.021,6.847458e-69,"Wfdc18+ ID-2","Sp1"
"Nectin2",4.132815e-73,0.3063284,0.21,0.04,7.207216e-69,"Wfdc18+ ID-2","Nectin2"
"Acer3",6.05039e-73,0.2568039,0.124,0.014,1.055127e-68,"Wfdc18+ ID-2","Acer3"
"Wasl",6.798574e-73,0.3206549,0.265,0.059,1.185603e-68,"Wfdc18+ ID-2","Wasl"
"Mllt10",7.153564e-73,0.3763284,0.203,0.037,1.24751e-68,"Wfdc18+ ID-2","Mllt10"
"Tom1l12",7.449468e-73,0.2528403,0.19,0.033,1.299113e-68,"Wfdc18+ ID-2","Tom1l1"
"Clock",1.168721e-72,0.3097519,0.179,0.03,2.038132e-68,"Wfdc18+ ID-2","Clock"
"Dad12",1.288383e-72,0.5170288,0.665,0.278,2.246812e-68,"Wfdc18+ ID-2","Dad1"
"Pfn1",1.464773e-72,0.4143634,0.795,0.347,2.554418e-68,"Wfdc18+ ID-2","Pfn1"
"Lrpap1",1.52577e-72,0.3274897,0.234,0.048,2.660791e-68,"Wfdc18+ ID-2","Lrpap1"
"Las1l",1.576009e-72,0.3410743,0.223,0.044,2.748402e-68,"Wfdc18+ ID-2","Las1l"
"Txndc15",1.826702e-72,0.3808838,0.25,0.055,3.185586e-68,"Wfdc18+ ID-2","Txndc15"
"Ppig2",1.917081e-72,0.383821,0.377,0.107,3.343197e-68,"Wfdc18+ ID-2","Ppig"
"Nufip2",2.111844e-72,0.2871925,0.192,0.033,3.682844e-68,"Wfdc18+ ID-2","Nufip2"
"Lpp1",3.701763e-72,0.2816326,0.201,0.037,6.455505e-68,"Wfdc18+ ID-2","Lpp"
"Ube2h",3.855036e-72,0.2968703,0.234,0.048,6.722798e-68,"Wfdc18+ ID-2","Ube2h"
"Tmem1281",4.940699e-72,0.333767,0.177,0.029,8.616084e-68,"Wfdc18+ ID-2","Tmem128"
"Tonsl",5.042418e-72,0.3567368,0.43,0.13,8.793472e-68,"Wfdc18+ ID-2","Tonsl"
"Atxn7l3b1",5.091929e-72,0.3200265,0.397,0.114,8.879814e-68,"Wfdc18+ ID-2","Atxn7l3b"
"Hnrnpf",5.360827e-72,0.4236789,0.614,0.23,9.348746e-68,"Wfdc18+ ID-2","Hnrnpf"
"Vps54",6.17218e-72,0.275961,0.177,0.029,1.076367e-67,"Wfdc18+ ID-2","Vps54"
"Lxn",6.19912e-72,0.2653053,0.179,0.03,1.081065e-67,"Wfdc18+ ID-2","Lxn"
"Esyt2",7.009868e-72,0.2574932,0.15,0.021,1.222451e-67,"Wfdc18+ ID-2","Esyt2"
"Purb",7.330567e-72,0.3060582,0.342,0.09,1.278377e-67,"Wfdc18+ ID-2","Purb"
"Ppp1r15a",7.442377e-72,0.4483501,0.422,0.13,1.297876e-67,"Wfdc18+ ID-2","Ppp1r15a"
"Gigyf1",7.767191e-72,0.2501361,0.115,0.012,1.35452e-67,"Wfdc18+ ID-2","Gigyf1"
"Prkcsh",9.151453e-72,0.3510475,0.243,0.052,1.595922e-67,"Wfdc18+ ID-2","Prkcsh"
"Aftph",1.365581e-71,0.2612645,0.203,0.037,2.381437e-67,"Wfdc18+ ID-2","Aftph"
"Rps15a3",1.55124e-71,0.4531918,0.94,0.574,2.705208e-67,"Wfdc18+ ID-2","Rps15a"
"Cmas",2.016106e-71,0.3404355,0.402,0.12,3.515887e-67,"Wfdc18+ ID-2","Cmas"
"Pum1",3.470919e-71,0.2735579,0.221,0.044,6.052935e-67,"Wfdc18+ ID-2","Pum1"
"Tspan31",3.730326e-71,0.301801,0.232,0.048,6.505316e-67,"Wfdc18+ ID-2","Tspan31"
"Cbr11",3.769697e-71,0.2686871,0.309,0.077,6.573974e-67,"Wfdc18+ ID-2","Cbr1"
"Mal2",4.5594e-71,0.2697845,0.179,0.03,7.951138e-67,"Wfdc18+ ID-2","Mal2"
"Snrpe1",4.87588e-71,0.3997739,0.53,0.182,8.503047e-67,"Wfdc18+ ID-2","Snrpe"
"Rps183",5.621801e-71,0.4768455,0.94,0.587,9.803858e-67,"Wfdc18+ ID-2","Rps18"
"Nap1l1",6.363832e-71,0.2790887,0.278,0.065,1.109789e-66,"Wfdc18+ ID-2","Nap1l1"
"Htatsf1",6.727246e-71,0.2771922,0.205,0.038,1.173165e-66,"Wfdc18+ ID-2","Htatsf1"
"Clk4",6.86548e-71,0.299873,0.212,0.041,1.197271e-66,"Wfdc18+ ID-2","Clk4"
"Tmem147",6.982452e-71,0.3723946,0.41,0.125,1.21767e-66,"Wfdc18+ ID-2","Tmem147"
"Crim1",7.487621e-71,0.2892713,0.214,0.041,1.305766e-66,"Wfdc18+ ID-2","Crim1"
"Pitx1",7.567984e-71,0.3617841,0.395,0.116,1.319781e-66,"Wfdc18+ ID-2","Pitx1"
"Cnbp2",7.705859e-71,0.4669403,0.689,0.282,1.343825e-66,"Wfdc18+ ID-2","Cnbp"
"Rabac1",8.285683e-71,0.5346527,0.665,0.279,1.44494e-66,"Wfdc18+ ID-2","Rabac1"
"Pigp",8.413831e-71,0.2896227,0.327,0.085,1.467288e-66,"Wfdc18+ ID-2","Pigp"
"Socs21",8.527921e-71,0.3642201,0.322,0.083,1.487184e-66,"Wfdc18+ ID-2","Socs2"
