"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rnd3",2.553013e-100,0.3996113,0.212,0.03,4.4522e-96,"Wfdc18+ ID-2","Rnd3"
"Marveld3",3.104857e-100,0.2708754,0.201,0.027,5.41456e-96,"Wfdc18+ ID-2","Marveld3"
"Selt1",3.7378e-100,0.4471633,0.296,0.057,6.518349e-96,"Wfdc18+ ID-2","Selt"
"Ppargc1a1",5.478755e-100,0.4743538,0.269,0.047,9.554401e-96,"Wfdc18+ ID-2","Ppargc1a"
"Epha52",6.068569e-100,0.372476,0.21,0.03,1.058298e-95,"Wfdc18+ ID-2","Epha5"
"Tmem2561",8.749887e-100,0.5147687,0.508,0.145,1.525893e-95,"Wfdc18+ ID-2","Tmem256"
"Pax9",1.66375e-99,0.4011411,0.239,0.039,2.901414e-95,"Wfdc18+ ID-2","Pax9"
"Pde4d",2.203957e-99,0.3659647,0.214,0.031,3.84348e-95,"Wfdc18+ ID-2","Pde4d"
"Stat3",2.62415e-99,0.4193517,0.327,0.068,4.576256e-95,"Wfdc18+ ID-2","Stat3"
"Psenen2",2.665529e-99,0.5100904,0.53,0.157,4.648416e-95,"Wfdc18+ ID-2","Psenen"
"Ncald4",3.295986e-99,0.5456078,0.424,0.11,5.747869e-95,"Wfdc18+ ID-2","Ncald"
"Rhou3",3.628393e-99,0.4499657,0.393,0.092,6.327554e-95,"Wfdc18+ ID-2","Rhou"
"Arl4c",4.757043e-99,0.4742849,0.254,0.043,8.295808e-95,"Wfdc18+ ID-2","Arl4c"
"Ralbp12",4.976773e-99,0.4965805,0.514,0.148,8.678994e-95,"Wfdc18+ ID-2","Ralbp1"
"Parva",5.77973e-99,0.3720046,0.218,0.032,1.007927e-94,"Wfdc18+ ID-2","Parva"
"Atp9a",6.195759e-99,0.4374403,0.25,0.043,1.080478e-94,"Wfdc18+ ID-2","Atp9a"
"Tmem64",6.652515e-99,0.3223265,0.176,0.021,1.160132e-94,"Wfdc18+ ID-2","Tmem64"
"Srf",7.176178e-99,0.4121056,0.19,0.025,1.251454e-94,"Wfdc18+ ID-2","Srf"
"Il6st",8.694214e-99,0.3832096,0.218,0.032,1.516184e-94,"Wfdc18+ ID-2","Il6st"
"Pard3",9.286842e-99,0.3071279,0.201,0.028,1.619532e-94,"Wfdc18+ ID-2","Pard3"
"Maged1",1.063824e-98,0.4375202,0.351,0.078,1.855203e-94,"Wfdc18+ ID-2","Maged1"
"Snrnp701",1.982339e-98,0.5339272,0.453,0.123,3.457001e-94,"Wfdc18+ ID-2","Snrnp70"
"Hip1r",2.214903e-98,0.2677962,0.185,0.023,3.86257e-94,"Wfdc18+ ID-2","Hip1r"
"Myo5c2",2.799134e-98,0.3426871,0.207,0.03,4.881409e-94,"Wfdc18+ ID-2","Myo5c"
"Crk",2.812701e-98,0.4539649,0.291,0.056,4.905069e-94,"Wfdc18+ ID-2","Crk"
"Dusp16",3.516041e-98,0.3038344,0.159,0.017,6.131624e-94,"Wfdc18+ ID-2","Dusp16"
"Itch",3.543422e-98,0.3141128,0.208,0.03,6.179374e-94,"Wfdc18+ ID-2","Itch"
"Pcbp22",4.255005e-98,0.5445089,0.565,0.176,7.420303e-94,"Wfdc18+ ID-2","Pcbp2"
"mt-Nd21",6.275671e-98,0.6644395,0.973,0.656,1.094414e-93,"Wfdc18+ ID-2","mt-Nd2"
"Fbxl5",1.043123e-97,0.3700555,0.265,0.047,1.819102e-93,"Wfdc18+ ID-2","Fbxl5"
"Arhgef281",1.134637e-97,0.3310438,0.249,0.042,1.978694e-93,"Wfdc18+ ID-2","Arhgef28"
"Apmap",1.413703e-97,0.328957,0.19,0.025,2.465356e-93,"Wfdc18+ ID-2","Apmap"
"Tnk1",1.701147e-97,0.2583818,0.163,0.018,2.96663e-93,"Wfdc18+ ID-2","Tnk1"
"Fubp1",1.982501e-97,0.4510899,0.356,0.08,3.457284e-93,"Wfdc18+ ID-2","Fubp1"
"Dynll2",2.306684e-97,0.4969979,0.473,0.131,4.022626e-93,"Wfdc18+ ID-2","Dynll2"
"Slc44a31",2.894692e-97,0.3396478,0.192,0.026,5.048053e-93,"Wfdc18+ ID-2","Slc44a3"
"Gas51",3.007542e-97,0.4984336,0.642,0.215,5.244852e-93,"Wfdc18+ ID-2","Gas5"
"Matr3",3.433121e-97,0.4481199,0.378,0.089,5.98702e-93,"Wfdc18+ ID-2","Matr3"
"BC0055371",7.246624e-97,0.5022211,0.366,0.085,1.263739e-92,"Wfdc18+ ID-2","BC005537"
"Cab39",8.212631e-97,0.352403,0.322,0.067,1.432201e-92,"Wfdc18+ ID-2","Cab39"
"Twsg1",8.454533e-97,0.3297051,0.172,0.021,1.474386e-92,"Wfdc18+ ID-2","Twsg1"
"Zfp281",8.653961e-97,0.2697443,0.159,0.017,1.509164e-92,"Wfdc18+ ID-2","Zfp281"
"Frmd4b2",8.78709e-97,0.4301905,0.278,0.052,1.532381e-92,"Wfdc18+ ID-2","Frmd4b"
"Csde11",1.590304e-96,0.4941241,0.486,0.138,2.773331e-92,"Wfdc18+ ID-2","Csde1"
"Brd2",1.683039e-96,0.5329809,0.378,0.091,2.935052e-92,"Wfdc18+ ID-2","Brd2"
"Hmgn5",2.042536e-96,0.4076394,0.296,0.058,3.561979e-92,"Wfdc18+ ID-2","Hmgn5"
"Luc7l31",2.105086e-96,0.4410843,0.305,0.062,3.671059e-92,"Wfdc18+ ID-2","Luc7l3"
"Erbin",2.131422e-96,0.4054892,0.303,0.061,3.716986e-92,"Wfdc18+ ID-2","Erbin"
"Xpr11",2.824075e-96,0.394192,0.197,0.027,4.924905e-92,"Wfdc18+ ID-2","Xpr1"
"Kif1b2",3.20357e-96,0.4680862,0.336,0.075,5.586706e-92,"Wfdc18+ ID-2","Kif1b"
"Impa1",3.534063e-96,0.3390938,0.236,0.038,6.163052e-92,"Wfdc18+ ID-2","Impa1"
"Sipa1l3",3.909456e-96,0.2881954,0.177,0.022,6.8177e-92,"Wfdc18+ ID-2","Sipa1l3"
"Dbi1",5.696397e-96,0.630079,0.623,0.215,9.933947e-92,"Wfdc18+ ID-2","Dbi"
"Tgif12",1.049498e-95,0.5256142,0.402,0.099,1.830219e-91,"Wfdc18+ ID-2","Tgif1"
"Srsf1",1.104136e-95,0.4180292,0.296,0.059,1.925502e-91,"Wfdc18+ ID-2","Srsf1"
"Pkn2",1.541807e-95,0.3715829,0.267,0.049,2.688757e-91,"Wfdc18+ ID-2","Pkn2"
"2010111I01Rik2",1.566316e-95,0.5297429,0.43,0.112,2.731499e-91,"Wfdc18+ ID-2","2010111I01Rik"
"Nfkbia1",2.629386e-95,0.7376904,0.625,0.223,4.585387e-91,"Wfdc18+ ID-2","Nfkbia"
"Mllt41",2.645985e-95,0.4084325,0.287,0.056,4.614333e-91,"Wfdc18+ ID-2","Mllt4"
"Cd99l2",3.034314e-95,0.2774262,0.185,0.024,5.29154e-91,"Wfdc18+ ID-2","Cd99l2"
"Tmem331",3.245418e-95,0.4319737,0.285,0.056,5.659685e-91,"Wfdc18+ ID-2","Tmem33"
"Hsp90aa12",4.113062e-95,0.6636743,0.808,0.347,7.172768e-91,"Wfdc18+ ID-2","Hsp90aa1"
"Ddx51",4.127812e-95,0.674405,0.865,0.404,7.198491e-91,"Wfdc18+ ID-2","Ddx5"
"Irf2bpl2",4.488038e-95,0.4684216,0.364,0.085,7.826689e-91,"Wfdc18+ ID-2","Irf2bpl"
"Cds1",8.90554e-95,0.3030007,0.174,0.022,1.553037e-90,"Wfdc18+ ID-2","Cds1"
"Nipa2",9.405698e-95,0.382057,0.234,0.039,1.64026e-90,"Wfdc18+ ID-2","Nipa2"
"Cnot1",1.139243e-94,0.3381655,0.219,0.034,1.986726e-90,"Wfdc18+ ID-2","Cnot1"
"Tfcp2l1",1.160914e-94,0.6318444,0.649,0.218,2.024517e-90,"Wfdc18+ ID-2","Tfcp2l1"
"Rbm5",1.27717e-94,0.3714802,0.282,0.054,2.227258e-90,"Wfdc18+ ID-2","Rbm5"
"Sptan1",1.325795e-94,0.328151,0.232,0.038,2.312055e-90,"Wfdc18+ ID-2","Sptan1"
"Fam102a",1.330353e-94,0.3419419,0.207,0.03,2.320003e-90,"Wfdc18+ ID-2","Fam102a"
"4632427E13Rik1",1.426864e-94,0.366377,0.203,0.029,2.488308e-90,"Wfdc18+ ID-2","4632427E13Rik"
"Erlin2",1.684509e-94,0.2579872,0.152,0.016,2.937616e-90,"Wfdc18+ ID-2","Erlin2"
"Gas6",3.097557e-94,0.3682729,0.349,0.078,5.40183e-90,"Wfdc18+ ID-2","Gas6"
"Gtf2i",4.26184e-94,0.3415701,0.282,0.054,7.432223e-90,"Wfdc18+ ID-2","Gtf2i"
"Ctsb",4.790337e-94,0.3645507,0.527,0.157,8.353869e-90,"Wfdc18+ ID-2","Ctsb"
"Ncor12",5.92599e-94,0.4836904,0.444,0.12,1.033433e-89,"Wfdc18+ ID-2","Ncor1"
"2810403A07Rik",5.928602e-94,0.3312171,0.194,0.027,1.033889e-89,"Wfdc18+ ID-2","2810403A07Rik"
"Ogt2",6.910714e-94,0.5230932,0.356,0.085,1.205159e-89,"Wfdc18+ ID-2","Ogt"
"Tmed71",7.789719e-94,0.4648878,0.293,0.059,1.358449e-89,"Wfdc18+ ID-2","Tmed7"
"Kif1c",9.16431e-94,0.292206,0.154,0.017,1.598164e-89,"Wfdc18+ ID-2","Kif1c"
"Trak1",1.149869e-93,0.3218147,0.185,0.025,2.005256e-89,"Wfdc18+ ID-2","Trak1"
"Zcchc71",1.17879e-93,0.4102196,0.261,0.048,2.055693e-89,"Wfdc18+ ID-2","Zcchc7"
"Snrpg1",1.280927e-93,0.4922339,0.499,0.145,2.233809e-89,"Wfdc18+ ID-2","Snrpg"
"Rpn21",1.347555e-93,0.5081134,0.477,0.14,2.350001e-89,"Wfdc18+ ID-2","Rpn2"
"Fgfbp1",1.455639e-93,0.3437124,0.101,0.007,2.538489e-89,"Wfdc18+ ID-2","Fgfbp1"
"Pdk1",1.692368e-93,0.2831627,0.183,0.024,2.95132e-89,"Wfdc18+ ID-2","Pdk1"
"Srsf5",1.845777e-93,0.5874804,0.634,0.22,3.21885e-89,"Wfdc18+ ID-2","Srsf5"
"Fam168b",2.04094e-93,0.330813,0.239,0.041,3.559196e-89,"Wfdc18+ ID-2","Fam168b"
"Taldo11",2.76181e-93,0.7014849,0.856,0.422,4.81632e-89,"Wfdc18+ ID-2","Taldo1"
"Arid1a1",6.078964e-93,0.3256389,0.243,0.042,1.060111e-88,"Wfdc18+ ID-2","Arid1a"
"BC005561",6.563509e-93,0.3542015,0.234,0.039,1.14461e-88,"Wfdc18+ ID-2","BC005561"
"Rbm472",8.825255e-93,0.4804603,0.358,0.085,1.539036e-88,"Wfdc18+ ID-2","Rbm47"
"Grhl12",9.327341e-93,0.320612,0.192,0.027,1.626595e-88,"Wfdc18+ ID-2","Grhl1"
"Nrbp2",1.4546e-92,0.305092,0.186,0.025,2.536677e-88,"Wfdc18+ ID-2","Nrbp2"
"Nbeal1",1.773969e-92,0.3602773,0.225,0.036,3.093625e-88,"Wfdc18+ ID-2","Nbeal1"
"Pdlim51",2.121645e-92,0.4466852,0.254,0.046,3.699936e-88,"Wfdc18+ ID-2","Pdlim5"
"Tspan3",3.083931e-92,0.3888103,0.208,0.032,5.378068e-88,"Wfdc18+ ID-2","Tspan3"
"Id2",3.15154e-92,0.7114978,0.669,0.246,5.495971e-88,"Wfdc18+ ID-2","Id2"
"Rab15",3.909968e-92,0.3676648,0.342,0.077,6.818594e-88,"Wfdc18+ ID-2","Rab15"
"Ngfrap11",4.370754e-92,0.4629493,0.455,0.123,7.622158e-88,"Wfdc18+ ID-2","Ngfrap1"
"Chd61",4.790029e-92,0.2966289,0.232,0.039,8.353332e-88,"Wfdc18+ ID-2","Chd6"
"Eif4g12",5.076858e-92,0.4616181,0.362,0.088,8.853533e-88,"Wfdc18+ ID-2","Eif4g1"
"Slc9a3r1",6.20906e-92,0.4664739,0.389,0.097,1.082798e-87,"Wfdc18+ ID-2","Slc9a3r1"
"Hsp90b1",6.660626e-92,0.6788247,0.625,0.227,1.161546e-87,"Wfdc18+ ID-2","Hsp90b1"
"Strbp",8.652974e-92,0.3663737,0.256,0.047,1.508992e-87,"Wfdc18+ ID-2","Strbp"
"Mgea5",9.714882e-92,0.4285451,0.229,0.038,1.694178e-87,"Wfdc18+ ID-2","Mgea5"
"Gm2619",1.019198e-91,0.3150175,0.252,0.045,1.77738e-87,"Wfdc18+ ID-2","Gm2619"
"Kdm5a",1.032306e-91,0.3281787,0.201,0.03,1.800239e-87,"Wfdc18+ ID-2","Kdm5a"
"Itfg12",1.457163e-91,0.3863285,0.296,0.062,2.541147e-87,"Wfdc18+ ID-2","Itfg1"
"Hnrnpab1",1.656518e-91,0.4785257,0.483,0.139,2.888802e-87,"Wfdc18+ ID-2","Hnrnpab"
"Midn",2.139038e-91,0.4865947,0.272,0.053,3.730269e-87,"Wfdc18+ ID-2","Midn"
"Clk11",2.523452e-91,0.5108894,0.408,0.107,4.400647e-87,"Wfdc18+ ID-2","Clk1"
"Gpd1l",3.088771e-91,0.3167164,0.247,0.044,5.386508e-87,"Wfdc18+ ID-2","Gpd1l"
"Tle31",3.772948e-91,0.3285105,0.201,0.03,6.579643e-87,"Wfdc18+ ID-2","Tle3"
"Aff4",4.094996e-91,0.3956086,0.267,0.051,7.141263e-87,"Wfdc18+ ID-2","Aff4"
"Cgnl13",4.336411e-91,0.3771685,0.294,0.062,7.562266e-87,"Wfdc18+ ID-2","Cgnl1"
"Ccni1",5.541843e-91,0.4078702,0.356,0.084,9.664419e-87,"Wfdc18+ ID-2","Ccni"
"Eif4g2",5.732247e-91,0.5544061,0.656,0.239,9.996466e-87,"Wfdc18+ ID-2","Eif4g2"
"Atp2a22",1.171257e-90,0.4662756,0.369,0.092,2.042554e-86,"Wfdc18+ ID-2","Atp2a2"
"Tm9sf22",1.323309e-90,0.4416154,0.289,0.06,2.307719e-86,"Wfdc18+ ID-2","Tm9sf2"
"Rps152",1.475055e-90,0.5936579,0.909,0.464,2.572349e-86,"Wfdc18+ ID-2","Rps15"
"Ganab",1.546473e-90,0.329512,0.208,0.033,2.696895e-86,"Wfdc18+ ID-2","Ganab"
"Knop1",1.668834e-90,0.3203751,0.305,0.064,2.910279e-86,"Wfdc18+ ID-2","Knop1"
"Ctdspl",1.775871e-90,0.3015008,0.205,0.031,3.096941e-86,"Wfdc18+ ID-2","Ctdspl"
"Cnih4",2.05091e-90,0.3536478,0.302,0.063,3.576582e-86,"Wfdc18+ ID-2","Cnih4"
"Rabgap1",2.172041e-90,0.2813024,0.168,0.021,3.787822e-86,"Wfdc18+ ID-2","Rabgap1"
"Eif2s3x2",2.196593e-90,0.3854028,0.271,0.053,3.830639e-86,"Wfdc18+ ID-2","Eif2s3x"
"Impad11",2.20953e-90,0.3280484,0.192,0.028,3.853199e-86,"Wfdc18+ ID-2","Impad1"
"Il17re2",3.685786e-90,0.319424,0.203,0.031,6.427643e-86,"Wfdc18+ ID-2","Il17re"
"Ywhaq2",5.732007e-90,0.5309621,0.625,0.217,9.996047e-86,"Wfdc18+ ID-2","Ywhaq"
"Rnf1281",5.890592e-90,0.3780783,0.163,0.02,1.02726e-85,"Wfdc18+ ID-2","Rnf128"
"Lamb2",6.909939e-90,0.2907759,0.159,0.019,1.205024e-85,"Wfdc18+ ID-2","Lamb2"
"Ier23",8.196191e-90,0.8738113,0.704,0.291,1.429334e-85,"Wfdc18+ ID-2","Ier2"
"Smo",9.297882e-90,0.2716064,0.124,0.011,1.621458e-85,"Wfdc18+ ID-2","Smo"
"Arhgef10",9.386406e-90,0.3153728,0.199,0.03,1.636895e-85,"Wfdc18+ ID-2","Arhgef10"
"Smarca5",1.488222e-89,0.4199664,0.313,0.068,2.595311e-85,"Wfdc18+ ID-2","Smarca5"
"Abcd32",1.507693e-89,0.3986351,0.238,0.042,2.629265e-85,"Wfdc18+ ID-2","Abcd3"
"Skp1a1",2.201693e-89,0.4733283,0.439,0.121,3.839532e-85,"Wfdc18+ ID-2","Skp1a"
"Zfp2922",2.959516e-89,0.2939665,0.258,0.048,5.161101e-85,"Wfdc18+ ID-2","Zfp292"
"Gnb1",3.628396e-89,0.4037069,0.413,0.109,6.327559e-85,"Wfdc18+ ID-2","Gnb1"
"Sash1",3.831428e-89,0.3043506,0.219,0.036,6.681627e-85,"Wfdc18+ ID-2","Sash1"
"Gm38381",4.052009e-89,0.2754803,0.112,0.009,7.066298e-85,"Wfdc18+ ID-2","Gm38381"
"Arf31",4.652536e-89,0.369061,0.267,0.052,8.113557e-85,"Wfdc18+ ID-2","Arf3"
"Ndfip21",6.165316e-89,0.4465003,0.331,0.076,1.075169e-84,"Wfdc18+ ID-2","Ndfip2"
"Arhgap21",6.407622e-89,0.2799015,0.152,0.018,1.117425e-84,"Wfdc18+ ID-2","Arhgap21"
"Fam84a",1.000611e-88,0.2930725,0.117,0.01,1.744966e-84,"Wfdc18+ ID-2","Fam84a"
"Pdcd6ip",1.040831e-88,0.395057,0.289,0.06,1.815106e-84,"Wfdc18+ ID-2","Pdcd6ip"
"Ddr1",1.628532e-88,0.3876514,0.194,0.029,2.839997e-84,"Wfdc18+ ID-2","Ddr1"
"Pls31",1.739415e-88,0.3286403,0.238,0.042,3.033366e-84,"Wfdc18+ ID-2","Pls3"
"Adh12",4.98835e-88,0.4607322,0.25,0.047,8.699183e-84,"Wfdc18+ ID-2","Adh1"
"Casd1",6.242224e-88,0.3416706,0.172,0.023,1.088581e-83,"Wfdc18+ ID-2","Casd1"
"Emc41",6.2637e-88,0.4014889,0.346,0.083,1.092327e-83,"Wfdc18+ ID-2","Emc4"
"Irx21",7.630795e-88,0.2806339,0.212,0.034,1.330734e-83,"Wfdc18+ ID-2","Irx2"
"Stk392",9.414996e-88,0.4618133,0.439,0.123,1.641881e-83,"Wfdc18+ ID-2","Stk39"
"Sfpq1",1.083689e-87,0.4452927,0.386,0.099,1.889845e-83,"Wfdc18+ ID-2","Sfpq"
"Ttc3",1.100075e-87,0.3729247,0.254,0.048,1.918421e-83,"Wfdc18+ ID-2","Ttc3"
"Hivep3",1.490729e-87,0.3003982,0.15,0.017,2.599683e-83,"Wfdc18+ ID-2","Hivep3"
"Naa35",1.531688e-87,0.3006569,0.203,0.031,2.671111e-83,"Wfdc18+ ID-2","Naa35"
"Uhrf1bp1l",1.736481e-87,0.3178929,0.196,0.029,3.028249e-83,"Wfdc18+ ID-2","Uhrf1bp1l"
"Hspa92",1.938122e-87,0.4630137,0.534,0.167,3.379892e-83,"Wfdc18+ ID-2","Hspa9"
"Ttc14",2.172868e-87,0.3653662,0.285,0.059,3.789264e-83,"Wfdc18+ ID-2","Ttc14"
"Tmx2",2.757983e-87,0.3502924,0.197,0.03,4.809647e-83,"Wfdc18+ ID-2","Tmx2"
"Hcar2",2.977186e-87,0.3867379,0.132,0.013,5.191915e-83,"Wfdc18+ ID-2","Hcar2"
"Ptbp3",3.155506e-87,0.3688371,0.269,0.053,5.502888e-83,"Wfdc18+ ID-2","Ptbp3"
"Ssr22",3.620692e-87,0.5662464,0.435,0.127,6.314125e-83,"Wfdc18+ ID-2","Ssr2"
"Zranb1",4.126235e-87,0.4206485,0.23,0.04,7.195741e-83,"Wfdc18+ ID-2","Zranb1"
"Prdx13",5.708991e-87,0.6054684,0.929,0.508,9.95591e-83,"Wfdc18+ ID-2","Prdx1"
"Cxadr",7.806414e-87,0.297868,0.166,0.022,1.361361e-82,"Wfdc18+ ID-2","Cxadr"
"Amfr",1.112744e-86,0.3324442,0.265,0.052,1.940514e-82,"Wfdc18+ ID-2","Amfr"
"Zdhhc21",1.600586e-86,0.2684253,0.13,0.013,2.791261e-82,"Wfdc18+ ID-2","Zdhhc21"
"Ndufa31",1.623636e-86,0.4645713,0.55,0.179,2.831458e-82,"Wfdc18+ ID-2","Ndufa3"
"Pura",1.784126e-86,0.3368551,0.274,0.055,3.111337e-82,"Wfdc18+ ID-2","Pura"
"Morf4l12",1.970543e-86,0.4642301,0.664,0.239,3.43643e-82,"Wfdc18+ ID-2","Morf4l1"
"Nenf2",2.12957e-86,0.4431312,0.49,0.147,3.713758e-82,"Wfdc18+ ID-2","Nenf"
"Ppp2r1a2",2.444765e-86,0.3627908,0.283,0.059,4.263426e-82,"Wfdc18+ ID-2","Ppp2r1a"
"Tspan132",2.654699e-86,0.5969674,0.589,0.214,4.629529e-82,"Wfdc18+ ID-2","Tspan13"
"Fgf11",2.866331e-86,0.2860913,0.181,0.026,4.998594e-82,"Wfdc18+ ID-2","Fgf1"
"mt-Nd51",3.687984e-86,0.5767046,0.711,0.284,6.431476e-82,"Wfdc18+ ID-2","mt-Nd5"
"Dek",3.766914e-86,0.3764637,0.378,0.095,6.569121e-82,"Wfdc18+ ID-2","Dek"
"Slc41a1",3.800253e-86,0.3260315,0.172,0.023,6.627261e-82,"Wfdc18+ ID-2","Slc41a1"
"Bod1l",4.669529e-86,0.3563545,0.263,0.052,8.143192e-82,"Wfdc18+ ID-2","Bod1l"
"Snrpf1",5.238354e-86,0.3541514,0.362,0.088,9.135166e-82,"Wfdc18+ ID-2","Snrpf"
"Pcx",5.971195e-86,0.2509794,0.141,0.016,1.041317e-81,"Wfdc18+ ID-2","Pcx"
"Ywhaz",1.485913e-85,0.4424611,0.375,0.096,2.591284e-81,"Wfdc18+ ID-2","Ywhaz"
"Laptm4b",1.560589e-85,0.3958162,0.225,0.04,2.721511e-81,"Wfdc18+ ID-2","Laptm4b"
"Tsc22d2",1.731061e-85,0.421065,0.267,0.054,3.018797e-81,"Wfdc18+ ID-2","Tsc22d2"
"Tmprss2",2.180384e-85,0.3297716,0.161,0.021,3.802371e-81,"Wfdc18+ ID-2","Tmprss2"
"Efr3a",2.233378e-85,0.3623546,0.25,0.047,3.894789e-81,"Wfdc18+ ID-2","Efr3a"
"Rpl272",2.434352e-85,0.5288929,0.793,0.338,4.245267e-81,"Wfdc18+ ID-2","Rpl27"
"Mga",2.539595e-85,0.3129126,0.186,0.027,4.428799e-81,"Wfdc18+ ID-2","Mga"
"Naaladl2",2.684943e-85,0.2655517,0.13,0.013,4.682272e-81,"Wfdc18+ ID-2","Naaladl2"
"Ephb6",2.712675e-85,0.2559822,0.121,0.011,4.730634e-81,"Wfdc18+ ID-2","Ephb6"
"Ccdc472",3.321456e-85,0.4010408,0.269,0.055,5.792288e-81,"Wfdc18+ ID-2","Ccdc47"
"Smek2",3.779034e-85,0.3149978,0.243,0.045,6.590257e-81,"Wfdc18+ ID-2","Smek2"
"Plpp21",6.028048e-85,0.3776607,0.302,0.067,1.051231e-80,"Wfdc18+ ID-2","Plpp2"
"Mylip",8.856454e-85,0.3157671,0.205,0.033,1.544477e-80,"Wfdc18+ ID-2","Mylip"
"Emc72",9.32681e-85,0.4352199,0.349,0.087,1.626502e-80,"Wfdc18+ ID-2","Emc7"
"Sec11a1",1.196112e-84,0.4719626,0.448,0.131,2.085899e-80,"Wfdc18+ ID-2","Sec11a"
"2810474O19Rik1",1.61492e-84,0.4277171,0.289,0.062,2.816258e-80,"Wfdc18+ ID-2","2810474O19Rik"
"Bsdc11",1.828764e-84,0.3280702,0.227,0.04,3.189181e-80,"Wfdc18+ ID-2","Bsdc1"
"Pla2g161",1.834235e-84,0.3560276,0.364,0.09,3.198722e-80,"Wfdc18+ ID-2","Pla2g16"
"Atp2a33",1.837024e-84,0.541067,0.397,0.112,3.203586e-80,"Wfdc18+ ID-2","Atp2a3"
"Syngr1",1.849346e-84,0.2907028,0.161,0.021,3.225075e-80,"Wfdc18+ ID-2","Syngr1"
"Flnb",2.068258e-84,0.3268744,0.196,0.031,3.606834e-80,"Wfdc18+ ID-2","Flnb"
"Luc7l2",2.149836e-84,0.4333556,0.442,0.128,3.749099e-80,"Wfdc18+ ID-2","Luc7l2"
"Tuba1b",2.278909e-84,0.426917,0.422,0.116,3.974189e-80,"Wfdc18+ ID-2","Tuba1b"
"Iffo2",2.782906e-84,0.3290034,0.194,0.03,4.85311e-80,"Wfdc18+ ID-2","Iffo2"
"Elovl7",3.270326e-84,0.3601969,0.172,0.024,5.703121e-80,"Wfdc18+ ID-2","Elovl7"
"Herc1",3.601059e-84,0.3602556,0.203,0.033,6.279887e-80,"Wfdc18+ ID-2","Herc1"
"Sertad2",3.722898e-84,0.4026265,0.245,0.046,6.492362e-80,"Wfdc18+ ID-2","Sertad2"
"Gm42992",5.870292e-84,0.2731017,0.154,0.019,1.02372e-79,"Wfdc18+ ID-2","Gm42992"
"Ormdl22",6.409404e-84,0.4017981,0.305,0.069,1.117736e-79,"Wfdc18+ ID-2","Ormdl2"
"Wbp52",7.124446e-84,0.6404748,0.757,0.332,1.242432e-79,"Wfdc18+ ID-2","Wbp5"
"Ptp4a2",8.944075e-84,0.4744786,0.514,0.16,1.559757e-79,"Wfdc18+ ID-2","Ptp4a2"
"Akap92",1.157042e-83,0.4482496,0.356,0.091,2.017766e-79,"Wfdc18+ ID-2","Akap9"
"Ak31",1.175892e-83,0.3600946,0.362,0.091,2.050637e-79,"Wfdc18+ ID-2","Ak3"
"H1f02",1.338546e-83,0.3824723,0.417,0.114,2.334291e-79,"Wfdc18+ ID-2","H1f0"
"Elf1",1.649959e-83,0.3169907,0.318,0.072,2.877363e-79,"Wfdc18+ ID-2","Elf1"
"Gpx41",1.815497e-83,0.6576689,0.814,0.387,3.166046e-79,"Wfdc18+ ID-2","Gpx4"
"Ifitm21",1.997356e-83,0.3057029,0.565,0.181,3.483189e-79,"Wfdc18+ ID-2","Ifitm2"
"Slc2a1",2.529865e-83,0.2995375,0.199,0.032,4.411832e-79,"Wfdc18+ ID-2","Slc2a1"
"Chpt11",2.796974e-83,0.5371007,0.492,0.157,4.877643e-79,"Wfdc18+ ID-2","Chpt1"
"Caprin1",3.685388e-83,0.3410245,0.316,0.072,6.426947e-79,"Wfdc18+ ID-2","Caprin1"
"Tardbp1",3.75098e-83,0.3953509,0.285,0.062,6.541334e-79,"Wfdc18+ ID-2","Tardbp"
"Atp2b1",3.891245e-83,0.371814,0.302,0.067,6.785941e-79,"Wfdc18+ ID-2","Atp2b1"
"Ahr",4.162236e-83,0.3832382,0.177,0.026,7.258524e-79,"Wfdc18+ ID-2","Ahr"
"Tgoln12",4.419319e-83,0.458068,0.384,0.104,7.70685e-79,"Wfdc18+ ID-2","Tgoln1"
"Wdr83os",4.692241e-83,0.347411,0.318,0.073,8.182799e-79,"Wfdc18+ ID-2","Wdr83os"
"Rnaset2a",4.985384e-83,0.3916316,0.38,0.1,8.69401e-79,"Wfdc18+ ID-2","Rnaset2a"
"Vimp3",6.794544e-83,0.4860339,0.488,0.157,1.184901e-78,"Wfdc18+ ID-2","Vimp"
"Chchd7",7.169041e-83,0.3714986,0.351,0.087,1.250209e-78,"Wfdc18+ ID-2","Chchd7"
"Rpl37a2",7.778668e-83,0.5638398,0.965,0.659,1.356522e-78,"Wfdc18+ ID-2","Rpl37a"
"Abca3",8.847175e-83,0.3055915,0.152,0.019,1.542859e-78,"Wfdc18+ ID-2","Abca3"
"Numa1",9.025474e-83,0.3281403,0.214,0.037,1.573952e-78,"Wfdc18+ ID-2","Numa1"
"Klf5",9.8988e-83,0.3293948,0.177,0.026,1.726252e-78,"Wfdc18+ ID-2","Klf5"
"Dnajb4",1.069914e-82,0.3491827,0.234,0.043,1.865824e-78,"Wfdc18+ ID-2","Dnajb4"
"Sp100",1.103691e-82,0.3539053,0.313,0.071,1.924728e-78,"Wfdc18+ ID-2","Sp100"
"Ets21",1.553705e-82,0.375225,0.282,0.06,2.709506e-78,"Wfdc18+ ID-2","Ets2"
